t_idx,cost_0,cost_1,cost_2,cost_3,cost_4,cost_5,cost_6,cost_7,cost_8,cost_9,cost_10,cost_11,cost_12,cost_13,cost_14,cost_15,cost_16,cost_17,cost_18,cost_19,cost_20,cost_21,cost_22,cost_23,cost_24,cost_25,cost_26,cost_27,cost_28,cost_29,cost_30,cost_31,cost_32,cost_33,cost_34,cost_35,cost_36,cost_37,cost_38,cost_39,cost_40,cost_41,cost_42,cost_43,cost_44,cost_45,cost_46,cost_47,cost_48,cost_49,cost_50,cost_51,cost_52,cost_53,cost_54,cost_55,cost_56,cost_57,cost_58,cost_59,cost_60,cost_61,cost_62,cost_63,cost_64,cost_65,cost_66,cost_67,cost_68,cost_69,cost_70,cost_71,cost_72,cost_73,cost_74,cost_75,cost_76,cost_77,cost_78,cost_79,cost_80,cost_81,cost_82,cost_83,cost_84,cost_85,cost_86,cost_87,cost_88,cost_89,cost_90,cost_91,cost_92,cost_93,cost_94,cost_95,cost_96,cost_97,cost_98,cost_99,cost_100,cost_101,cost_102,cost_103,cost_104,cost_105,cost_106,cost_107,cost_108,cost_109,cost_110,cost_111,cost_112,cost_113,cost_114,cost_115,cost_116,cost_117,cost_118,cost_119,cost_120,cost_121,cost_122,cost_123,cost_124,cost_125,cost_126,cost_127,cost_128,cost_129,cost_130,cost_131,cost_132,cost_133,cost_134,cost_135,cost_136,cost_137,cost_138,cost_139,cost_140,cost_141,cost_142,cost_143,cost_144,cost_145,cost_146,cost_147,cost_148,cost_149,cost_150,cost_151,cost_152,cost_153,cost_154,cost_155,cost_156,cost_157,cost_158,cost_159,cost_160,cost_161,cost_162,cost_163,cost_164,cost_165,cost_166,cost_167,cost_168,cost_169,cost_170,cost_171,cost_172,cost_173,cost_174,cost_175,cost_176,cost_177,cost_178,cost_179,cost_180,cost_181,cost_182,cost_183,cost_184,cost_185,cost_186,cost_187,cost_188,cost_189,cost_190,cost_191,cost_192,cost_193,cost_194,cost_195,cost_196,cost_197,cost_198,cost_199,cost_200,cost_201,cost_202,cost_203,cost_204,cost_205,cost_206,cost_207,cost_208,cost_209,cost_210,cost_211,cost_212,cost_213,cost_214,cost_215,cost_216,cost_217,cost_218,cost_219,cost_220,cost_221,cost_222,cost_223,cost_224
10,2.7,2.57017,2.36577,2.09341,1.76354,1.38986,0.988458,0.576802,0.988458,1.38986,1.76354,2.09341,2.36577,2.57017,2.7,2.6817,2.54703,2.33798,2.06135,1.7278,1.35126,0.948,0.535601,0.948,1.35126,1.7278,2.06135,2.33798,2.54703,2.6817,2.6637,2.52417,2.31041,2.02945,1.69217,1.31272,0.907557,0.494401,0.907557,1.31272,1.69217,2.02945,2.31041,2.52417,2.6637,2.646,2.50159,2.28308,1.99772,1.65666,1.27423,0.867129,0.453201,0.867128,1.27423,1.65666,1.99772,2.28308,2.50159,2.646,2.62861,2.47929,2.25598,1.96618,1.62126,1.23581,0.826715,0.412001,0.826715,1.23581,1.62126,1.96618,2.25598,2.47929,2.62861,2.61154,2.45728,2.22914,1.93483,1.58598,1.19744,0.786318,0.370801,0.786318,1.19744,1.58598,1.93483,2.22914,2.45728,2.61154,2.59479,2.43557,2.20255,1.90367,1.55083,1.15913,0.745938,0.329601,0.745938,1.15913,1.55083,1.90367,2.20255,2.43557,2.59479,2.57939,2.41417,2.17622,1.87272,1.51581,1.12089,0.705576,0.288401,0.705576,1.12089,1.51581,1.87272,2.17622,2.41417,2.57939,2.60588,2.39308,2.15017,1.84198,1.48093,1.08272,0.665233,0.247201,0.665233,1.08272,1.48093,1.84198,2.15017,2.39308,2.60588,2.66882,2.40686,2.1244,1.81145,1.4462,1.04463,0.624909,0.206001,0.624909,1.04463,1.4462,1.81145,2.1244,2.40686,2.66882,2.76279,2.45959,2.13539,1.78707,1.41162,1.00661,0.584606,0.1648,0.584606,1.00661,1.41162,1.78707,2.13539,2.45959,2.76279,2.88252,2.54232,2.17974,1.79546,1.39083,0.972317,0.544511,0.1236,0.544511,0.972317,1.39083,1.79546,2.17974,2.54232,2.88252,3.02299,2.64972,2.2512,1.83138,1.39961,0.956181,0.513878,0.0824002,0.513878,0.956181,1.39961,1.83138,2.2512,2.64972,3.02299,3.18494,2.77678,2.34469,1.89072,1.42721,0.956593,0.491093,0.0412001,0.491093,0.956593,1.42721,1.89072,2.34469,2.77678,3.18494,3.36223,2.91974,2.45552,1.96668,1.46996,0.968574,0.474975,0,0.474975,0.968574,1.46996,1.96668,2.45552,2.91974,3.36223
11,2.7,2.57017,2.36577,2.09341,1.76354,1.38986,0.988458,0.576802,0.988458,1.38986,1.76354,2.09341,2.36577,2.57017,2.7,2.6817,2.54703,2.33798,2.06135,1.7278,1.35126,0.948,0.535601,0.948,1.35126,1.7278,2.06135,2.33798,2.54703,2.6817,2.6637,2.52417,2.31041,2.02945,1.69217,1.31272,0.907557,0.494401,0.907557,1.31272,1.69217,2.02945,2.31041,2.52417,2.6637,2.646,2.50159,2.28308,1.99772,1.65666,1.27423,0.867129,0.453201,0.867128,1.27423,1.65666,1.99772,2.28308,2.50159,2.646,2.62861,2.47929,2.25598,1.96618,1.62126,1.23581,0.826715,0.412001,0.826715,1.23581,1.62126,1.96618,2.25598,2.47929,2.62861,2.61154,2.45728,2.22914,1.93483,1.58598,1.19744,0.786318,0.370801,0.786318,1.19744,1.58598,1.93483,2.22914,2.45728,2.61154,2.59479,2.43557,2.20255,1.90367,1.55083,1.15913,0.745938,0.329601,0.745938,1.15913,1.55083,1.90367,2.20255,2.43557,2.59479,2.57939,2.41417,2.17622,1.87272,1.51581,1.12089,0.705576,0.288401,0.705576,1.12089,1.51581,1.87272,2.17622,2.41417,2.57939,2.60588,2.39308,2.15017,1.84198,1.48093,1.08272,0.665233,0.247201,0.665233,1.08272,1.48093,1.84198,2.15017,2.39308,2.60588,2.66882,2.40686,2.1244,1.81145,1.4462,1.04463,0.624909,0.206001,0.624909,1.04463,1.4462,1.81145,2.1244,2.40686,2.66882,2.76279,2.45959,2.13539,1.78707,1.41162,1.00661,0.584606,0.1648,0.584606,1.00661,1.41162,1.78707,2.13539,2.45959,2.76279,2.88252,2.54232,2.17974,1.79546,1.39083,0.972317,0.544511,0.1236,0.544511,0.972317,1.39083,1.79546,2.17974,2.54232,2.88252,3.02299,2.64972,2.2512,1.83138,1.39961,0.956181,0.513878,0.0824002,0.513878,0.956181,1.39961,1.83138,2.2512,2.64972,3.02299,3.18494,2.77678,2.34469,1.89072,1.42721,0.956593,0.491093,0.0412001,0.491093,0.956593,1.42721,1.89072,2.34469,2.77678,3.18494,3.36223,2.91974,2.45552,1.96668,1.46996,0.968574,0.474975,0,0.474975,0.968574,1.46996,1.96668,2.45552,2.91974,3.36223
12,2.7,2.57017,2.36577,2.09341,1.76354,1.38986,0.988458,0.576802,0.988458,1.38986,1.76354,2.09341,2.36577,2.57017,2.7,2.6817,2.54703,2.33798,2.06135,1.7278,1.35126,0.948,0.535601,0.948,1.35126,1.7278,2.06135,2.33798,2.54703,2.6817,2.6637,2.52417,2.31041,2.02945,1.69217,1.31272,0.907557,0.494401,0.907557,1.31272,1.69217,2.02945,2.31041,2.52417,2.6637,2.646,2.50159,2.28308,1.99772,1.65666,1.27423,0.867129,0.453201,0.867128,1.27423,1.65666,1.99772,2.28308,2.50159,2.646,2.62861,2.47929,2.25598,1.96618,1.62126,1.23581,0.826715,0.412001,0.826715,1.23581,1.62126,1.96618,2.25598,2.47929,2.62861,2.61154,2.45728,2.22914,1.93483,1.58598,1.19744,0.786318,0.370801,0.786318,1.19744,1.58598,1.93483,2.22914,2.45728,2.61154,2.59479,2.43557,2.20255,1.90367,1.55083,1.15913,0.745938,0.329601,0.745938,1.15913,1.55083,1.90367,2.20255,2.43557,2.59479,2.57939,2.41417,2.17622,1.87272,1.51581,1.12089,0.705576,0.288401,0.705576,1.12089,1.51581,1.87272,2.17622,2.41417,2.57939,2.60588,2.39308,2.15017,1.84198,1.48093,1.08272,0.665233,0.247201,0.665233,1.08272,1.48093,1.84198,2.15017,2.39308,2.60588,2.66882,2.40686,2.1244,1.81145,1.4462,1.04463,0.624909,0.206001,0.624909,1.04463,1.4462,1.81145,2.1244,2.40686,2.66882,2.76279,2.45959,2.13539,1.78707,1.41162,1.00661,0.584606,0.1648,0.584606,1.00661,1.41162,1.78707,2.13539,2.45959,2.76279,2.88252,2.54232,2.17974,1.79546,1.39083,0.972317,0.544511,0.1236,0.544511,0.972317,1.39083,1.79546,2.17974,2.54232,2.88252,3.02299,2.64972,2.2512,1.83138,1.39961,0.956181,0.513878,0.0824002,0.513878,0.956181,1.39961,1.83138,2.2512,2.64972,3.02299,3.18494,2.77678,2.34469,1.89072,1.42721,0.956593,0.491093,0.0412001,0.491093,0.956593,1.42721,1.89072,2.34469,2.77678,3.18494,3.36223,2.91974,2.45552,1.96668,1.46996,0.968574,0.474975,0,0.474975,0.968574,1.46996,1.96668,2.45552,2.91974,3.36223
13,2.7,2.57017,2.36577,2.09341,1.76354,1.38986,0.988458,0.576802,0.988458,1.38986,1.76354,2.09341,2.36577,2.57017,2.7,2.6817,2.54703,2.33798,2.06135,1.7278,1.35126,0.948,0.535601,0.948,1.35126,1.7278,2.06135,2.33798,2.54703,2.6817,2.6637,2.52417,2.31041,2.02945,1.69217,1.31272,0.907557,0.494401,0.907557,1.31272,1.69217,2.02945,2.31041,2.52417,2.6637,2.646,2.50159,2.28308,1.99772,1.65666,1.27423,0.867129,0.453201,0.867128,1.27423,1.65666,1.99772,2.28308,2.50159,2.646,2.62861,2.47929,2.25598,1.96618,1.62126,1.23581,0.826715,0.412001,0.826715,1.23581,1.62126,1.96618,2.25598,2.47929,2.62861,2.61154,2.45728,2.22914,1.93483,1.58598,1.19744,0.786318,0.370801,0.786318,1.19744,1.58598,1.93483,2.22914,2.45728,2.61154,2.59479,2.43557,2.20255,1.90367,1.55083,1.15913,0.745938,0.329601,0.745938,1.15913,1.55083,1.90367,2.20255,2.43557,2.59479,2.57939,2.41417,2.17622,1.87272,1.51581,1.12089,0.705576,0.288401,0.705576,1.12089,1.51581,1.87272,2.17622,2.41417,2.57939,2.60588,2.39308,2.15017,1.84198,1.48093,1.08272,0.665233,0.247201,0.665233,1.08272,1.48093,1.84198,2.15017,2.39308,2.60588,2.66882,2.40686,2.1244,1.81145,1.4462,1.04463,0.624909,0.206001,0.624909,1.04463,1.4462,1.81145,2.1244,2.40686,2.66882,2.76279,2.45959,2.13539,1.78707,1.41162,1.00661,0.584606,0.1648,0.584606,1.00661,1.41162,1.78707,2.13539,2.45959,2.76279,2.88252,2.54232,2.17974,1.79546,1.39083,0.972317,0.544511,0.1236,0.544511,0.972317,1.39083,1.79546,2.17974,2.54232,2.88252,3.02299,2.64972,2.2512,1.83138,1.39961,0.956181,0.513878,0.0824002,0.513878,0.956181,1.39961,1.83138,2.2512,2.64972,3.02299,3.18494,2.77678,2.34469,1.89072,1.42721,0.956593,0.491093,0.0412001,0.491093,0.956593,1.42721,1.89072,2.34469,2.77678,3.18494,3.36223,2.91974,2.45552,1.96668,1.46996,0.968574,0.474975,0,0.474975,0.968574,1.46996,1.96668,2.45552,2.91974,3.36223
14,2.7,2.57017,2.36577,2.09341,1.76354,1.38986,0.988458,0.576802,0.988458,1.38986,1.76354,2.09341,2.36577,2.57017,2.7,2.6817,2.54703,2.33798,2.06135,1.7278,1.35126,0.948,0.535601,0.948,1.35126,1.7278,2.06135,2.33798,2.54703,2.6817,2.6637,2.52417,2.31041,2.02945,1.69217,1.31272,0.907557,0.494401,0.907557,1.31272,1.69217,2.02945,2.31041,2.52417,2.6637,2.646,2.50159,2.28308,1.99772,1.65666,1.27423,0.867129,0.453201,0.867128,1.27423,1.65666,1.99772,2.28308,2.50159,2.646,2.62861,2.47929,2.25598,1.96618,1.62126,1.23581,0.826715,0.412001,0.826715,1.23581,1.62126,1.96618,2.25598,2.47929,2.62861,2.61154,2.45728,2.22914,1.93483,1.58598,1.19744,0.786318,0.370801,0.786318,1.19744,1.58598,1.93483,2.22914,2.45728,2.61154,2.59479,2.43557,2.20255,1.90367,1.55083,1.15913,0.745938,0.329601,0.745938,1.15913,1.55083,1.90367,2.20255,2.43557,2.59479,2.57939,2.41417,2.17622,1.87272,1.51581,1.12089,0.705576,0.288401,0.705576,1.12089,1.51581,1.87272,2.17622,2.41417,2.57939,2.60588,2.39308,2.15017,1.84198,1.48093,1.08272,0.665233,0.247201,0.665233,1.08272,1.48093,1.84198,2.15017,2.39308,2.60588,2.66882,2.40686,2.1244,1.81145,1.4462,1.04463,0.624909,0.206001,0.624909,1.04463,1.4462,1.81145,2.1244,2.40686,2.66882,2.76279,2.45959,2.13539,1.78707,1.41162,1.00661,0.584606,0.1648,0.584606,1.00661,1.41162,1.78707,2.13539,2.45959,2.76279,2.88252,2.54232,2.17974,1.79546,1.39083,0.972317,0.544511,0.1236,0.544511,0.972317,1.39083,1.79546,2.17974,2.54232,2.88252,3.02299,2.64972,2.2512,1.83138,1.39961,0.956181,0.513878,0.0824002,0.513878,0.956181,1.39961,1.83138,2.2512,2.64972,3.02299,3.18494,2.77678,2.34469,1.89072,1.42721,0.956593,0.491093,0.0412001,0.491093,0.956593,1.42721,1.89072,2.34469,2.77678,3.18494,3.36223,2.91974,2.45552,1.96668,1.46996,0.968574,0.474975,0,0.474975,0.968574,1.46996,1.96668,2.45552,2.91974,3.36223
15,2.7,2.57017,2.36577,2.09341,1.76354,1.38986,0.988458,0.576802,0.988458,1.38986,1.76354,2.09341,2.36577,2.57017,2.7,2.6817,2.54703,2.33798,2.06135,1.7278,1.35126,0.948,0.535601,0.948,1.35126,1.7278,2.06135,2.33798,2.54703,2.6817,2.6637,2.52417,2.31041,2.02945,1.69217,1.31272,0.907557,0.494401,0.907557,1.31272,1.69217,2.02945,2.31041,2.52417,2.6637,2.646,2.50159,2.28308,1.99772,1.65666,1.27423,0.867129,0.453201,0.867128,1.27423,1.65666,1.99772,2.28308,2.50159,2.646,2.62861,2.47929,2.25598,1.96618,1.62126,1.23581,0.826715,0.412001,0.826715,1.23581,1.62126,1.96618,2.25598,2.47929,2.62861,2.61154,2.45728,2.22914,1.93483,1.58598,1.19744,0.786318,0.370801,0.786318,1.19744,1.58598,1.93483,2.22914,2.45728,2.61154,2.59479,2.43557,2.20255,1.90367,1.55083,1.15913,0.745938,0.329601,0.745938,1.15913,1.55083,1.90367,2.20255,2.43557,2.59479,2.57939,2.41417,2.17622,1.87272,1.51581,1.12089,0.705576,0.288401,0.705576,1.12089,1.51581,1.87272,2.17622,2.41417,2.57939,2.60588,2.39308,2.15017,1.84198,1.48093,1.08272,0.665233,0.247201,0.665233,1.08272,1.48093,1.84198,2.15017,2.39308,2.60588,2.66882,2.40686,2.1244,1.81145,1.4462,1.04463,0.624909,0.206001,0.624909,1.04463,1.4462,1.81145,2.1244,2.40686,2.66882,2.76279,2.45959,2.13539,1.78707,1.41162,1.00661,0.584606,0.1648,0.584606,1.00661,1.41162,1.78707,2.13539,2.45959,2.76279,2.88252,2.54232,2.17974,1.79546,1.39083,0.972317,0.544511,0.1236,0.544511,0.972317,1.39083,1.79546,2.17974,2.54232,2.88252,3.02299,2.64972,2.2512,1.83138,1.39961,0.956181,0.513878,0.0824002,0.513878,0.956181,1.39961,1.83138,2.2512,2.64972,3.02299,3.18494,2.77678,2.34469,1.89072,1.42721,0.956593,0.491093,0.0412001,0.491093,0.956593,1.42721,1.89072,2.34469,2.77678,3.18494,3.36223,2.91974,2.45552,1.96668,1.46996,0.968574,0.474975,0,0.474975,0.968574,1.46996,1.96668,2.45552,2.91974,3.36223
16,2.7,2.57017,2.36577,2.09341,1.76354,1.38986,0.988458,0.576802,0.988458,1.38986,1.76354,2.09341,2.36577,2.57017,2.7,2.6817,2.54703,2.33798,2.06135,1.7278,1.35126,0.948,0.535601,0.948,1.35126,1.7278,2.06135,2.33798,2.54703,2.6817,2.6637,2.52417,2.31041,2.02945,1.69217,1.31272,0.907557,0.494401,0.907557,1.31272,1.69217,2.02945,2.31041,2.52417,2.6637,2.646,2.50159,2.28308,1.99772,1.65666,1.27423,0.867129,0.453201,0.867128,1.27423,1.65666,1.99772,2.28308,2.50159,2.646,2.62861,2.47929,2.25598,1.96618,1.62126,1.23581,0.826715,0.412001,0.826715,1.23581,1.62126,1.96618,2.25598,2.47929,2.62861,2.61154,2.45728,2.22914,1.93483,1.58598,1.19744,0.786318,0.370801,0.786318,1.19744,1.58598,1.93483,2.22914,2.45728,2.61154,2.59479,2.43557,2.20255,1.90367,1.55083,1.15913,0.745938,0.329601,0.745938,1.15913,1.55083,1.90367,2.20255,2.43557,2.59479,2.57939,2.41417,2.17622,1.87272,1.51581,1.12089,0.705576,0.288401,0.705576,1.12089,1.51581,1.87272,2.17622,2.41417,2.57939,2.60588,2.39308,2.15017,1.84198,1.48093,1.08272,0.665233,0.247201,0.665233,1.08272,1.48093,1.84198,2.15017,2.39308,2.60588,2.66882,2.40686,2.1244,1.81145,1.4462,1.04463,0.624909,0.206001,0.624909,1.04463,1.4462,1.81145,2.1244,2.40686,2.66882,2.76279,2.45959,2.13539,1.78707,1.41162,1.00661,0.584606,0.1648,0.584606,1.00661,1.41162,1.78707,2.13539,2.45959,2.76279,2.88252,2.54232,2.17974,1.79546,1.39083,0.972317,0.544511,0.1236,0.544511,0.972317,1.39083,1.79546,2.17974,2.54232,2.88252,3.02299,2.64972,2.2512,1.83138,1.39961,0.956181,0.513878,0.0824002,0.513878,0.956181,1.39961,1.83138,2.2512,2.64972,3.02299,3.18494,2.77678,2.34469,1.89072,1.42721,0.956593,0.491093,0.0412001,0.491093,0.956593,1.42721,1.89072,2.34469,2.77678,3.18494,3.36223,2.91974,2.45552,1.96668,1.46996,0.968574,0.474975,0,0.474975,0.968574,1.46996,1.96668,2.45552,2.91974,3.36223
17,2.7,2.57017,2.36577,2.09341,1.76354,1.38986,0.988458,0.576802,0.988458,1.38986,1.76354,2.09341,2.36577,2.57017,2.7,2.6817,2.54703,2.33798,2.06135,1.7278,1.35126,0.948,0.535601,0.948,1.35126,1.7278,2.06135,2.33798,2.54703,2.6817,2.6637,2.52417,2.31041,2.02945,1.69217,1.31272,0.907557,0.494401,0.907557,1.31272,1.69217,2.02945,2.31041,2.52417,2.6637,2.646,2.50159,2.28308,1.99772,1.65666,1.27423,0.867129,0.453201,0.867128,1.27423,1.65666,1.99772,2.28308,2.50159,2.646,2.62861,2.47929,2.25598,1.96618,1.62126,1.23581,0.826715,0.412001,0.826715,1.23581,1.62126,1.96618,2.25598,2.47929,2.62861,2.61154,2.45728,2.22914,1.93483,1.58598,1.19744,0.786318,0.370801,0.786318,1.19744,1.58598,1.93483,2.22914,2.45728,2.61154,2.59479,2.43557,2.20255,1.90367,1.55083,1.15913,0.745938,0.329601,0.745938,1.15913,1.55083,1.90367,2.20255,2.43557,2.59479,2.57939,2.41417,2.17622,1.87272,1.51581,1.12089,0.705576,0.288401,0.705576,1.12089,1.51581,1.87272,2.17622,2.41417,2.57939,2.60588,2.39308,2.15017,1.84198,1.48093,1.08272,0.665233,0.247201,0.665233,1.08272,1.48093,1.84198,2.15017,2.39308,2.60588,2.66882,2.40686,2.1244,1.81145,1.4462,1.04463,0.624909,0.206001,0.624909,1.04463,1.4462,1.81145,2.1244,2.40686,2.66882,2.76279,2.45959,2.13539,1.78707,1.41162,1.00661,0.584606,0.1648,0.584606,1.00661,1.41162,1.78707,2.13539,2.45959,2.76279,2.88252,2.54232,2.17974,1.79546,1.39083,0.972317,0.544511,0.1236,0.544511,0.972317,1.39083,1.79546,2.17974,2.54232,2.88252,3.02299,2.64972,2.2512,1.83138,1.39961,0.956181,0.513878,0.0824002,0.513878,0.956181,1.39961,1.83138,2.2512,2.64972,3.02299,3.18494,2.77678,2.34469,1.89072,1.42721,0.956593,0.491093,0.0412001,0.491093,0.956593,1.42721,1.89072,2.34469,2.77678,3.18494,3.36223,2.91974,2.45552,1.96668,1.46996,0.968574,0.474975,0,0.474975,0.968574,1.46996,1.96668,2.45552,2.91974,3.36223
18,2.7,2.57017,2.36577,2.09341,1.76354,1.38986,0.988458,0.576802,0.988458,1.38986,1.76354,2.09341,2.36577,2.57017,2.7,2.6817,2.54703,2.33798,2.06135,1.7278,1.35126,0.948,0.535601,0.948,1.35126,1.7278,2.06135,2.33798,2.54703,2.6817,2.6637,2.52417,2.31041,2.02945,1.69217,1.31272,0.907557,0.494401,0.907557,1.31272,1.69217,2.02945,2.31041,2.52417,2.6637,2.646,2.50159,2.28308,1.99772,1.65666,1.27423,0.867129,0.453201,0.867128,1.27423,1.65666,1.99772,2.28308,2.50159,2.646,2.62861,2.47929,2.25598,1.96618,1.62126,1.23581,0.826715,0.412001,0.826715,1.23581,1.62126,1.96618,2.25598,2.47929,2.62861,2.61154,2.45728,2.22914,1.93483,1.58598,1.19744,0.786318,0.370801,0.786318,1.19744,1.58598,1.93483,2.22914,2.45728,2.61154,2.59479,2.43557,2.20255,1.90367,1.55083,1.15913,0.745938,0.329601,0.745938,1.15913,1.55083,1.90367,2.20255,2.43557,2.59479,2.57939,2.41417,2.17622,1.87272,1.51581,1.12089,0.705576,0.288401,0.705576,1.12089,1.51581,1.87272,2.17622,2.41417,2.57939,2.60588,2.39308,2.15017,1.84198,1.48093,1.08272,0.665233,0.247201,0.665233,1.08272,1.48093,1.84198,2.15017,2.39308,2.60588,2.66882,2.40686,2.1244,1.81145,1.4462,1.04463,0.624909,0.206001,0.624909,1.04463,1.4462,1.81145,2.1244,2.40686,2.66882,2.76279,2.45959,2.13539,1.78707,1.41162,1.00661,0.584606,0.1648,0.584606,1.00661,1.41162,1.78707,2.13539,2.45959,2.76279,2.88252,2.54232,2.17974,1.79546,1.39083,0.972317,0.544511,0.1236,0.544511,0.972317,1.39083,1.79546,2.17974,2.54232,2.88252,3.02299,2.64972,2.2512,1.83138,1.39961,0.956181,0.513878,0.0824002,0.513878,0.956181,1.39961,1.83138,2.2512,2.64972,3.02299,3.18494,2.77678,2.34469,1.89072,1.42721,0.956593,0.491093,0.0412001,0.491093,0.956593,1.42721,1.89072,2.34469,2.77678,3.18494,3.36223,2.91974,2.45552,1.96668,1.46996,0.968574,0.474975,0,0.474975,0.968574,1.46996,1.96668,2.45552,2.91974,3.36223
19,2.7,2.57017,2.36577,2.09341,1.76354,1.38986,0.988458,0.576802,0.988458,1.38986,1.76354,2.09341,2.36577,2.57017,2.7,2.6817,2.54703,2.33798,2.06135,1.7278,1.35126,0.948,0.535601,0.948,1.35126,1.7278,2.06135,2.33798,2.54703,2.6817,2.6637,2.52417,2.31041,2.02945,1.69217,1.31272,0.907557,0.494401,0.907557,1.31272,1.69217,2.02945,2.31041,2.52417,2.6637,2.646,2.50159,2.28308,1.99772,1.65666,1.27423,0.867129,0.453201,0.867128,1.27423,1.65666,1.99772,2.28308,2.50159,2.646,2.62861,2.47929,2.25598,1.96618,1.62126,1.23581,0.826715,0.412001,0.826715,1.23581,1.62126,1.96618,2.25598,2.47929,2.62861,2.61154,2.45728,2.22914,1.93483,1.58598,1.19744,0.786318,0.370801,0.786318,1.19744,1.58598,1.93483,2.22914,2.45728,2.61154,2.59479,2.43557,2.20255,1.90367,1.55083,1.15913,0.745938,0.329601,0.745938,1.15913,1.55083,1.90367,2.20255,2.43557,2.59479,2.57939,2.41417,2.17622,1.87272,1.51581,1.12089,0.705576,0.288401,0.705576,1.12089,1.51581,1.87272,2.17622,2.41417,2.57939,2.60588,2.39308,2.15017,1.84198,1.48093,1.08272,0.665233,0.247201,0.665233,1.08272,1.48093,1.84198,2.15017,2.39308,2.60588,2.66882,2.40686,2.1244,1.81145,1.4462,1.04463,0.624909,0.206001,0.624909,1.04463,1.4462,1.81145,2.1244,2.40686,2.66882,2.76279,2.45959,2.13539,1.78707,1.41162,1.00661,0.584606,0.1648,0.584606,1.00661,1.41162,1.78707,2.13539,2.45959,2.76279,2.88252,2.54232,2.17974,1.79546,1.39083,0.972317,0.544511,0.1236,0.544511,0.972317,1.39083,1.79546,2.17974,2.54232,2.88252,3.02299,2.64972,2.2512,1.83138,1.39961,0.956181,0.513878,0.0824002,0.513878,0.956181,1.39961,1.83138,2.2512,2.64972,3.02299,3.18494,2.77678,2.34469,1.89072,1.42721,0.956593,0.491093,0.0412001,0.491093,0.956593,1.42721,1.89072,2.34469,2.77678,3.18494,3.36223,2.91974,2.45552,1.96668,1.46996,0.968574,0.474975,0,0.474975,0.968574,1.46996,1.96668,2.45552,2.91974,3.36223
20,2.7,2.57017,2.36577,2.09341,1.76354,1.38986,0.988458,0.576802,0.988458,1.38986,1.76354,2.09341,2.36577,2.57017,2.7,2.6817,2.54703,2.33798,2.06135,1.7278,1.35126,0.948,0.535601,0.948,1.35126,1.7278,2.06135,2.33798,2.54703,2.6817,2.6637,2.52417,2.31041,2.02945,1.69217,1.31272,0.907557,0.494401,0.907557,1.31272,1.69217,2.02945,2.31041,2.52417,2.6637,2.646,2.50159,2.28308,1.99772,1.65666,1.27423,0.867129,0.453201,0.867128,1.27423,1.65666,1.99772,2.28308,2.50159,2.646,2.62861,2.47929,2.25598,1.96618,1.62126,1.23581,0.826715,0.412001,0.826715,1.23581,1.62126,1.96618,2.25598,2.47929,2.62861,2.61154,2.45728,2.22914,1.93483,1.58598,1.19744,0.786318,0.370801,0.786318,1.19744,1.58598,1.93483,2.22914,2.45728,2.61154,2.59479,2.43557,2.20255,1.90367,1.55083,1.15913,0.745938,0.329601,0.745938,1.15913,1.55083,1.90367,2.20255,2.43557,2.59479,2.57939,2.41417,2.17622,1.87272,1.51581,1.12089,0.705576,0.288401,0.705576,1.12089,1.51581,1.87272,2.17622,2.41417,2.57939,2.60588,2.39308,2.15017,1.84198,1.48093,1.08272,0.665233,0.247201,0.665233,1.08272,1.48093,1.84198,2.15017,2.39308,2.60588,2.66882,2.40686,2.1244,1.81145,1.4462,1.04463,0.624909,0.206001,0.624909,1.04463,1.4462,1.81145,2.1244,2.40686,2.66882,2.76279,2.45959,2.13539,1.78707,1.41162,1.00661,0.584606,0.1648,0.584606,1.00661,1.41162,1.78707,2.13539,2.45959,2.76279,2.88252,2.54232,2.17974,1.79546,1.39083,0.972317,0.544511,0.1236,0.544511,0.972317,1.39083,1.79546,2.17974,2.54232,2.88252,3.02299,2.64972,2.2512,1.83138,1.39961,0.956181,0.513878,0.0824002,0.513878,0.956181,1.39961,1.83138,2.2512,2.64972,3.02299,3.18494,2.77678,2.34469,1.89072,1.42721,0.956593,0.491093,0.0412001,0.491093,0.956593,1.42721,1.89072,2.34469,2.77678,3.18494,3.36223,2.91974,2.45552,1.96668,1.46996,0.968574,0.474975,0,0.474975,0.968574,1.46996,1.96668,2.45552,2.91974,3.36223
