stamp_sec,x,y,z,frame_id
0.000000,3.700000,-0.000000,0.000000,"base_link"
1.000000,3.700000,-0.000000,0.000000,"base_link"
2.000000,3.700000,0.000172,0.000000,"base_link"
3.000000,3.700000,0.000172,0.000000,"base_link"
4.000000,3.700000,0.000172,0.000000,"base_link"
5.000000,3.700000,0.000172,0.000000,"base_link"
6.000000,3.699999,0.004036,0.000000,"base_link"
7.000000,3.699999,0.004036,0.000000,"base_link"
8.000000,3.699999,0.004043,0.000000,"base_link"
9.000000,3.699999,0.004043,0.000000,"base_link"
10.000000,3.700000,0.000184,0.000000,"base_link"
11.000000,3.700000,0.000184,0.000000,"base_link"
12.000000,3.700000,0.000179,0.000000,"base_link"
13.000000,3.700000,0.000179,0.000000,"base_link"
14.000000,3.699999,0.003184,0.000000,"base_link"
15.000000,3.699999,0.003184,0.000000,"base_link"
16.000000,3.700000,0.000185,0.000000,"base_link"
17.000000,3.700000,0.000185,0.000000,"base_link"
18.000000,3.699999,0.004042,0.000000,"base_link"
19.000000,3.699999,0.004035,0.000000,"base_link"
20.000000,3.700000,0.000181,0.000000,"base_link"
21.000000,3.700000,0.000181,0.000000,"base_link"
22.000000,3.700000,0.000173,0.000000,"base_link"
23.000000,3.700000,0.000173,0.000000,"base_link"
24.000000,3.700000,0.000173,0.000000,"base_link"
25.000000,3.700000,0.000173,0.000000,"base_link"
26.000000,3.700000,0.000180,0.000000,"base_link"
27.000000,3.700000,0.000180,0.000000,"base_link"
28.000000,3.700000,0.000180,0.000000,"base_link"
29.000000,3.700000,0.000180,0.000000,"base_link"
30.000000,3.700000,0.000180,0.000000,"base_link"
31.000000,3.700000,0.000180,0.000000,"base_link"
32.000000,3.700000,0.000180,0.000000,"base_link"
33.000000,3.700000,0.000180,0.000000,"base_link"
34.000000,3.699999,0.004042,0.000000,"base_link"
35.000000,3.699999,0.004042,0.000000,"base_link"
36.000000,3.700000,0.000187,0.000000,"base_link"
37.000000,3.700000,0.000187,0.000000,"base_link"
38.000000,3.700000,0.000180,0.000000,"base_link"
39.000000,3.700000,0.000180,0.000000,"base_link"
40.000000,3.699999,-0.003682,0.000000,"base_link"
41.000000,3.699999,-0.003682,0.000000,"base_link"
42.000000,3.699999,0.004036,0.000000,"base_link"
43.000000,3.699999,0.004036,0.000000,"base_link"
44.000000,3.700000,0.000188,0.000000,"base_link"
45.000000,3.700000,0.000195,0.000000,"base_link"
46.000000,3.699999,-0.003674,0.000000,"base_link"
47.000000,3.699999,-0.003674,0.000000,"base_link"
48.000000,3.700000,0.000180,0.000000,"base_link"
49.000000,3.700000,0.000180,0.000000,"base_link"
50.000000,3.699999,0.004042,0.000000,"base_link"
51.000000,3.699999,0.004042,0.000000,"base_link"
52.000000,3.699998,-0.004536,0.000000,"base_link"
53.000000,3.699998,-0.004536,0.000000,"base_link"
54.000000,3.700000,0.000171,0.000000,"base_link"
55.000000,3.700000,0.000171,0.000000,"base_link"
56.000000,3.700000,0.000180,0.000000,"base_link"
57.000000,3.700000,0.000180,0.000000,"base_link"
58.000000,3.699999,-0.003682,0.000000,"base_link"
59.000000,3.699999,-0.003682,0.000000,"base_link"
60.000000,3.699998,-0.004551,0.000000,"base_link"
61.000000,3.699998,-0.004551,0.000000,"base_link"
62.000000,3.699999,-0.003691,0.000000,"base_link"
63.000000,3.699999,-0.003691,0.000000,"base_link"
64.000000,3.700000,0.000173,0.000000,"base_link"
65.000000,3.700000,0.000173,0.000000,"base_link"
66.000000,3.699999,0.004042,0.000000,"base_link"
67.000000,3.699999,0.004042,0.000000,"base_link"
68.000000,3.699999,-0.003665,0.000000,"base_link"
69.000000,3.699999,-0.003665,0.000000,"base_link"
70.000000,3.700000,0.000181,0.000000,"base_link"
71.000000,3.700000,0.000181,0.000000,"base_link"
72.000000,3.700000,0.000189,0.000000,"base_link"
73.000000,3.700000,0.000189,0.000000,"base_link"
74.000000,3.699999,0.004051,0.000000,"base_link"
75.000000,3.699999,0.004051,0.000000,"base_link"
76.000000,3.700000,0.000196,0.000000,"base_link"
77.000000,3.700000,0.000196,0.000000,"base_link"
78.000000,3.699999,-0.003673,0.000000,"base_link"
79.000000,3.699999,-0.003673,0.000000,"base_link"
80.000000,3.700000,0.000181,0.000000,"base_link"
81.000000,3.700000,0.000181,0.000000,"base_link"
82.000000,3.700000,0.000189,0.000000,"base_link"
83.000000,3.700000,0.000189,0.000000,"base_link"
84.000000,3.699999,-0.003672,0.000000,"base_link"
85.000000,3.699999,-0.003672,0.000000,"base_link"
86.000000,3.699999,0.004046,0.000000,"base_link"
87.000000,3.699999,0.004046,0.000000,"base_link"
88.000000,3.699999,0.004046,0.000000,"base_link"
89.000000,3.699999,0.004046,0.000000,"base_link"
90.000000,3.699999,-0.003672,0.000000,"base_link"
91.000000,3.699999,-0.003672,0.000000,"base_link"
92.000000,3.700000,0.000181,0.000000,"base_link"
93.000000,3.700000,0.000188,0.000000,"base_link"
94.000000,3.699999,-0.003665,0.000000,"base_link"
95.000000,3.699999,-0.003665,0.000000,"base_link"
96.000000,3.700000,0.000189,0.000000,"base_link"
97.000000,3.700000,0.000189,0.000000,"base_link"
98.000000,3.700000,0.000197,0.000000,"base_link"
99.000000,3.700000,0.000197,0.000000,"base_link"
100.000000,3.699999,-0.003666,0.000000,"base_link"
101.000000,3.699999,-0.003666,0.000000,"base_link"
102.000000,3.700000,0.000190,0.000000,"base_link"
103.000000,3.700000,0.000190,0.000000,"base_link"
104.000000,3.699999,-0.003664,0.000000,"base_link"
105.000000,3.699999,-0.003664,0.000000,"base_link"
106.000000,3.700000,0.000189,0.000000,"base_link"
107.000000,3.700000,0.000189,0.000000,"base_link"
108.000000,3.700000,0.000197,0.000000,"base_link"
109.000000,3.700000,0.000197,0.000000,"base_link"
110.000000,3.700000,0.000197,0.000000,"base_link"
111.000000,3.700000,0.000197,0.000000,"base_link"
112.000000,3.699999,-0.003665,0.000000,"base_link"
113.000000,3.699999,-0.003665,0.000000,"base_link"
114.000000,3.700000,0.000189,0.000000,"base_link"
115.000000,3.700000,0.000189,0.000000,"base_link"
116.000000,3.700000,0.000197,0.000000,"base_link"
117.000000,3.700000,0.000197,0.000000,"base_link"
118.000000,3.699999,-0.003666,0.000000,"base_link"
119.000000,3.699999,-0.003666,0.000000,"base_link"
120.000000,3.700000,0.000194,0.000000,"base_link"
121.000000,3.700000,0.000194,0.000000,"base_link"
122.000000,3.699999,-0.003660,0.000000,"base_link"
123.000000,3.699999,-0.003660,0.000000,"base_link"
124.000000,3.700000,0.000194,0.000000,"base_link"
125.000000,3.700000,0.000194,0.000000,"base_link"
126.000000,3.699995,-0.007521,0.000000,"base_link"
127.000000,3.699995,-0.007521,0.000000,"base_link"
128.000000,3.700000,0.000177,0.000000,"base_link"
129.000000,3.700000,0.000177,0.000000,"base_link"
130.000000,3.699999,-0.003669,0.000000,"base_link"
131.000000,3.699999,-0.003669,0.000000,"base_link"
132.000000,3.699999,-0.003677,0.000000,"base_link"
133.000000,3.699999,-0.003677,0.000000,"base_link"
134.000000,3.700000,0.000184,0.000000,"base_link"
135.000000,3.700000,0.000184,0.000000,"base_link"
136.000000,3.699999,-0.002809,0.000000,"base_link"
137.000000,3.699999,-0.002809,0.000000,"base_link"
138.000000,3.700000,0.000187,0.000000,"base_link"
139.000000,3.700000,0.000187,0.000000,"base_link"
140.000000,3.699999,-0.003669,0.000000,"base_link"
141.000000,3.699999,-0.003669,0.000000,"base_link"
142.000000,3.699999,-0.003677,0.000000,"base_link"
143.000000,3.699999,-0.003677,0.000000,"base_link"
144.000000,3.699999,-0.003677,0.000000,"base_link"
